score,dataset,feature_count,dataset_size,number_of_classes,model,ensemble,ensemble_size,voting_system
0.81276689747,urban_land_cover,147,675,9,Back Propagation PyBrain,Random Subspace,4,Majority Voting
0.457232707801,yeast,11,1479,9,Back Propagation PyBrain,Random Subspace,4,Majority Voting
0.754725085911,tic_tac_toe,27,958,2,Back Propagation PyBrain,Random Subspace,70,Majority Voting
0.826598177717,urban_land_cover,147,675,9,Back Propagation PyBrain,Random Subspace,6,Majority Voting
0.838473157677,urban_land_cover,147,675,9,Back Propagation PyBrain,Random Subspace,8,Majority Voting
0.467536242976,yeast,11,1479,9,Back Propagation PyBrain,Random Subspace,6,Majority Voting
0.847273548278,urban_land_cover,147,675,9,Back Propagation PyBrain,Random Subspace,15,Majority Voting
0.513643540136,yeast,11,1479,9,Back Propagation PyBrain,Random Subspace,8,Majority Voting
0.839724548902,urban_land_cover,147,675,9,Back Propagation PyBrain,Random Subspace,12,Majority Voting
0.835679727918,urban_land_cover,147,675,9,Back Propagation PyBrain,Random Subspace,40,Majority Voting
0.838217120723,urban_land_cover,147,675,9,Back Propagation PyBrain,Random Subspace,20,Majority Voting
0.507086741927,yeast,11,1479,9,Back Propagation PyBrain,Random Subspace,12,Majority Voting
0.524731560938,yeast,11,1479,9,Back Propagation PyBrain,Random Subspace,15,Majority Voting
0.8474288567,urban_land_cover,147,675,9,Back Propagation PyBrain,Random Subspace,25,Majority Voting
0.842696758732,urban_land_cover,147,675,9,Back Propagation PyBrain,Random Subspace,30,Majority Voting
0.544302055245,yeast,11,1479,9,Back Propagation PyBrain,Random Subspace,20,Majority Voting
0.854525058275,crx,46,653,2,Back Propagation PyBrain,Random Subspace,100,Majority Voting
0.522877534606,yeast,11,1479,9,Back Propagation PyBrain,Random Subspace,25,Majority Voting
0.526820764413,yeast,11,1479,9,Back Propagation PyBrain,Random Subspace,30,Majority Voting
0.553583294405,yeast,11,1479,9,Back Propagation PyBrain,Random Subspace,40,Majority Voting
0.84258753221,urban_land_cover,147,675,9,Back Propagation PyBrain,Random Subspace,50,Majority Voting
0.738025072346,tic_tac_toe,27,958,2,Back Propagation PyBrain,Random Subspace,100,Majority Voting
0.839836753047,urban_land_cover,147,675,9,Back Propagation PyBrain,Random Subspace,60,Majority Voting
0.559244134144,yeast,11,1479,9,Back Propagation PyBrain,Random Subspace,50,Majority Voting
0.842789401062,urban_land_cover,147,675,9,Back Propagation PyBrain,Random Subspace,70,Majority Voting
0.548965707154,yeast,11,1479,9,Back Propagation PyBrain,Random Subspace,60,Majority Voting
0.551831629573,yeast,11,1479,9,Back Propagation PyBrain,Random Subspace,70,Majority Voting
0.841169315058,urban_land_cover,147,675,9,Back Propagation PyBrain,Random Subspace,100,Majority Voting
0.55341252239,yeast,11,1479,9,Back Propagation PyBrain,Random Subspace,100,Majority Voting
